id,sx,sy,tx,ty,dup,data,dir,region
162,0,2,4,3,0,28,1,1
163,58,2,4,3,0,0,1,1
164,40,2,4,3,0,0,1,1
165,2,2,4,3,0,0,1,1
166,8,2,4,3,0,0,1,1
167,22,2,4,3,0,0,1,1
168,26,2,4,3,0,0,1,1
169,20,2,4,3,0,0,1,1
170,42,2,4,3,0,0,1,1
171,38,2,4,3,0,0,1,1
172,44,2,4,3,0,0,1,1
173,60,2,4,3,0,0,1,1
174,62,2,4,3,0,0,1,1
175,56,2,4,3,0,0,1,1
176,5,2,4,3,0,0,1,1
177,3,2,4,3,0,28,1,1
178,18,2,4,3,0,0,1,1
179,59,2,4,3,0,0,1,1
180,61,2,4,3,0,0,1,1
181,55,2,4,3,0,0,1,1
182,41,2,4,3,0,1564,1,1
183,1,2,4,3,0,28,1,1
184,7,2,4,3,0,0,1,1
185,25,2,4,3,0,0,1,1
186,54,2,4,3,0,0,1,1
187,57,2,4,3,0,0,1,1
188,43,2,4,3,0,0,1,1
189,39,2,4,3,0,0,1,1
190,36,2,4,3,0,0,1,1
191,23,2,4,3,0,0,1,1
192,37,2,4,3,0,1564,1,1
193,21,2,4,3,0,0,1,1
194,460,0,26,1,0,0,1,1
195,461,0,26,1,0,0,1,1
196,462,0,26,1,0,0,1,1
197,463,0,26,1,0,0,1,1
198,464,0,26,1,0,0,1,1
199,465,0,26,1,0,0,1,1
200,466,0,26,1,0,0,1,1
201,467,0,26,1,0,0,1,1
202,468,0,26,1,0,0,1,1
203,469,0,26,1,0,0,1,1
204,470,0,26,1,0,0,1,1
205,471,0,26,1,0,0,1,1
206,472,0,26,1,0,0,1,1
207,473,0,26,1,0,0,1,1
208,474,0,26,1,0,0,1,1
209,475,0,26,1,0,0,1,1
210,476,0,26,1,0,0,1,1
211,477,0,26,1,0,0,1,1
212,26,1,18,2,0,0,0,1
213,26,1,19,2,0,0,0,1
214,26,1,20,2,0,0,0,1
215,26,1,21,2,0,0,0,1
216,26,1,22,2,0,0,0,1
217,26,1,23,2,0,0,0,1
218,26,1,24,2,0,0,0,1
219,26,1,25,2,0,0,0,1
220,26,1,26,2,0,0,0,1
221,26,1,27,2,0,0,0,1
222,26,1,28,2,0,0,0,1
223,26,1,29,2,0,0,0,1
224,26,1,30,2,0,0,0,1
225,26,1,31,2,0,0,0,1
226,26,1,32,2,0,0,0,1
227,26,1,33,2,0,0,0,1
228,26,1,34,2,0,0,0,1
229,26,1,35,2,0,0,0,1
230,690,0,39,1,0,1662,1,1
231,691,0,39,1,0,1662,1,1
232,692,0,39,1,0,1662,1,1
233,693,0,39,1,0,1662,1,1
234,694,0,39,1,0,0,1,1
235,695,0,39,1,0,0,1,1
236,696,0,39,1,0,0,1,1
237,697,0,39,1,0,0,1,1
238,698,0,39,1,0,0,1,1
239,699,0,39,1,0,0,1,1
240,700,0,39,1,0,0,1,1
241,701,0,39,1,0,1662,1,1
242,702,0,39,1,0,1662,1,1
243,703,0,39,1,0,1662,1,1
244,704,0,39,1,0,1662,1,1
245,705,0,39,1,0,1662,1,1
246,706,0,39,1,0,1662,1,1
247,707,0,39,1,0,1662,1,1
248,39,1,37,2,0,84,0,1
249,39,1,38,2,0,28,0,1
250,39,1,39,2,0,42,0,1
251,39,1,40,2,0,56,0,1
252,39,1,41,2,0,42,0,1
253,39,1,42,2,0,42,0,1
254,39,1,43,2,0,84,0,1
255,39,1,44,2,0,42,0,1
256,39,1,36,2,0,28,0,1
257,39,1,45,2,0,70,0,1
258,39,1,46,2,0,28,0,1
259,39,1,47,2,0,70,0,1
260,39,1,48,2,0,14,0,1
261,39,1,49,2,0,84,0,1
262,39,1,50,2,0,28,0,1
263,39,1,51,2,0,28,0,1
264,39,1,52,2,0,28,0,1
265,39,1,53,2,0,98,0,1
266,852,0,48,1,0,0,1,1
267,853,0,48,1,0,0,1,1
268,854,0,48,1,0,0,1,1
269,855,0,48,1,0,0,1,1
270,856,0,48,1,0,0,1,1
271,857,0,48,1,0,0,1,1
272,858,0,48,1,0,0,1,1
273,859,0,48,1,0,0,1,1
274,860,0,48,1,0,0,1,1
275,861,0,48,1,0,0,1,1
276,862,0,48,1,0,0,1,1
277,863,0,48,1,0,0,1,1
278,864,0,48,1,0,0,1,1
279,865,0,48,1,0,0,1,1
280,866,0,48,1,0,0,1,1
281,867,0,48,1,0,0,1,1
282,868,0,48,1,0,0,1,1
283,869,0,48,1,0,0,1,1
284,48,1,37,2,0,0,0,1
285,48,1,38,2,0,0,0,1
286,48,1,39,2,0,0,0,1
287,48,1,40,2,0,0,0,1
288,48,1,41,2,0,0,0,1
289,48,1,42,2,0,0,0,1
290,48,1,43,2,0,0,0,1
291,48,1,44,2,0,0,0,1
292,48,1,36,2,0,0,0,1
293,48,1,45,2,0,0,0,1
294,48,1,46,2,0,0,0,1
295,48,1,47,2,0,0,0,1
296,48,1,48,2,0,0,0,1
297,48,1,49,2,0,0,0,1
298,48,1,50,2,0,0,0,1
299,48,1,51,2,0,0,0,1
300,48,1,52,2,0,0,0,1
301,48,1,53,2,0,0,0,1
302,1056,0,59,1,0,0,0,1
303,148,0,8,1,0,0,0,1
304,703,0,39,1,0,112,0,1
305,769,0,43,1,0,0,0,1
306,762,0,43,1,0,112,0,1
307,928,0,52,1,0,0,0,1
308,274,0,15,1,0,7862,0,1
309,1078,0,60,1,0,0,0,1
310,936,0,52,1,0,0,0,1
311,753,0,42,1,0,0,0,1
312,405,0,22,1,0,112,0,1
313,721,0,40,1,0,0,0,1
314,1158,0,65,1,0,0,0,1
315,909,0,51,1,0,0,0,1
316,1183,0,66,1,0,0,0,1
317,164,0,9,1,0,0,0,1
318,434,0,24,1,0,112,0,1
319,345,0,19,1,0,0,0,1
320,100,0,5,1,0,0,0,1
321,77,0,4,1,0,0,0,1
322,826,0,46,1,0,0,0,1
323,1019,0,57,1,0,0,0,1
324,155,0,8,1,0,0,0,1
325,719,0,40,1,0,0,0,1
326,328,0,18,1,0,0,0,1
327,666,0,37,1,0,0,0,1
328,385,0,21,1,0,0,0,1
329,393,0,22,1,0,112,0,1
330,973,0,54,1,0,0,0,1
331,372,0,21,1,0,0,0,1
332,758,0,42,1,0,0,0,1
333,610,0,34,1,0,0,0,1
334,1124,0,63,1,0,0,0,1
335,849,0,47,1,0,0,0,1
336,1247,0,70,1,0,0,0,1
337,699,0,39,1,0,0,0,1
338,222,0,12,1,0,1662,0,1
339,1238,0,69,1,0,0,0,1
340,55,0,3,1,0,0,0,1
341,342,0,19,1,0,0,0,1
342,927,0,52,1,0,112,0,1
343,655,0,36,1,0,0,0,1
344,1172,0,66,1,0,0,0,1
345,4,0,0,1,0,4762,0,1
346,688,0,38,1,0,0,0,1
347,27,2,25,3,0,0,1,1
348,12,2,25,3,0,28,1,1
349,14,2,25,3,0,28,1,1
350,30,2,25,3,0,0,1,1
351,45,2,25,3,0,0,1,1
352,32,2,25,3,0,0,1,1
353,53,2,25,3,0,0,1,1
354,47,2,25,3,0,0,1,1
355,51,2,25,3,0,0,1,1
356,65,2,25,3,0,0,1,1
357,71,2,25,3,0,0,1,1
358,34,2,25,3,0,0,1,1
359,16,2,25,3,0,28,1,1
360,10,2,25,3,0,28,1,1
361,49,2,25,3,0,0,1,1
362,63,2,25,3,0,0,1,1
363,69,2,25,3,0,0,1,1
364,67,2,25,3,0,0,1,1
365,52,2,25,3,0,0,1,1
366,46,2,25,3,0,0,1,1
367,50,2,25,3,0,0,1,1
368,29,2,25,3,0,0,1,1
369,35,2,25,3,0,0,1,1
370,31,2,25,3,0,0,1,1
371,17,2,25,3,0,0,1,1
372,11,2,25,3,0,0,1,1
373,48,2,25,3,0,0,1,1
374,66,2,25,3,0,0,1,1
375,9,2,25,3,0,0,1,1
376,33,2,25,3,0,0,1,1
377,28,2,25,3,0,0,1,1
378,13,2,25,3,0,28,1,1
379,15,2,25,3,0,0,1,1
380,64,2,25,3,0,0,1,1
381,70,2,25,3,0,0,1,1
382,68,2,25,3,0,0,1,1
383,18,2,7,3,0,0,1,1
384,3,2,7,3,0,28,1,1
385,5,2,7,3,0,28,1,1
386,21,2,7,3,0,0,1,1
387,37,2,7,3,0,0,1,1
388,23,2,7,3,0,0,1,1
389,36,2,7,3,0,0,1,1
390,39,2,7,3,0,0,1,1
391,43,2,7,3,0,0,1,1
392,57,2,7,3,0,0,1,1
393,54,2,7,3,0,0,1,1
394,25,2,7,3,0,0,1,1
395,7,2,7,3,0,28,1,1
396,1,2,7,3,0,28,1,1
397,41,2,7,3,0,0,1,1
398,55,2,7,3,0,0,1,1
399,61,2,7,3,0,0,1,1
400,59,2,7,3,0,0,1,1
401,44,2,7,3,0,0,1,1
402,38,2,7,3,0,0,1,1
403,42,2,7,3,0,0,1,1
404,20,2,7,3,0,0,1,1
405,26,2,7,3,0,0,1,1
406,22,2,7,3,0,0,1,1
407,8,2,7,3,0,0,1,1
408,2,2,7,3,0,0,1,1
409,40,2,7,3,0,0,1,1
410,58,2,7,3,0,0,1,1
411,0,2,7,3,0,0,1,1
412,24,2,7,3,0,0,1,1
413,19,2,7,3,0,0,1,1
414,4,2,7,3,0,28,1,1
415,6,2,7,3,0,0,1,1
416,56,2,7,3,0,0,1,1
417,62,2,7,3,0,0,1,1
418,60,2,7,3,0,0,1,1
419,296,0,16,1,0,0,0,1
420,374,0,21,1,0,0,0,1
421,151,0,8,1,0,0,0,1
422,147,0,8,1,0,1662,0,1
423,544,0,30,1,0,0,0,1
424,503,0,28,1,0,0,0,1
425,293,0,16,1,0,3212,0,1
426,1118,0,63,1,0,0,0,1
427,897,0,50,1,0,0,0,1
428,1002,0,56,1,0,0,0,1
429,1224,0,68,1,0,0,0,1
430,58,0,3,1,0,0,0,1
431,585,0,32,1,0,0,0,1
432,244,0,13,1,0,0,0,1
433,46,0,2,1,0,0,0,1
434,199,0,11,1,0,0,0,1
435,71,1,61,2,0,0,1,1
436,70,1,61,2,0,0,1,1
437,69,1,61,2,0,0,1,1
438,68,1,61,2,0,0,1,1
439,67,1,61,2,0,0,1,1
440,66,1,61,2,0,0,1,1
441,65,1,61,2,0,0,1,1
442,64,1,61,2,0,0,1,1
443,63,1,61,2,0,0,1,1
444,62,1,61,2,0,0,1,1
445,61,1,61,2,0,0,1,1
446,60,1,61,2,0,0,1,1
447,59,1,61,2,0,0,1,1
448,58,1,61,2,0,0,1,1
449,57,1,61,2,0,0,1,1
450,56,1,61,2,0,0,1,1
451,55,1,61,2,0,0,1,1
452,54,1,61,2,0,0,1,1
453,61,2,8,3,0,0,0,1
454,61,2,7,3,0,0,0,1
455,61,2,0,3,0,0,0,1
456,61,2,5,3,0,0,0,1
457,61,2,4,3,0,0,0,1
458,61,2,9,3,0,0,0,1
459,61,2,2,3,0,0,0,1
460,61,2,1,3,0,0,0,1
461,61,2,6,3,0,0,0,1
462,61,2,11,3,0,0,0,1
463,61,2,16,3,0,0,0,1
464,61,2,15,3,0,0,0,1
465,61,2,14,3,0,0,0,1
466,61,2,13,3,0,0,0,1
467,61,2,12,3,0,0,0,1
468,61,2,17,3,0,0,0,1
469,61,2,10,3,0,0,0,1
470,61,2,3,3,0,0,0,1
471,783,0,44,1,0,0,0,1
472,516,0,29,1,0,0,0,1
473,191,0,10,1,0,0,0,1
474,395,0,22,1,0,0,0,1
475,459,0,25,1,0,0,0,1
476,1129,0,63,1,0,0,0,1
477,205,0,11,1,0,0,0,1
478,366,0,20,1,0,0,0,1
479,891,0,50,1,0,0,0,1
480,814,0,45,1,0,0,0,1
481,1270,0,71,1,0,0,0,1
482,850,0,47,1,0,0,0,1
483,1080,0,60,1,0,0,0,1
484,955,0,53,1,0,0,0,1
485,413,0,23,1,0,0,0,1
486,186,0,10,1,0,1662,0,1
487,491,0,27,1,0,0,0,1
488,275,0,15,1,0,6312,0,1
489,1240,0,69,1,0,0,0,1
490,152,0,8,1,0,0,0,1
491,1242,0,69,1,0,0,0,1
492,357,0,20,1,0,112,0,1
493,735,0,41,1,0,112,0,1
494,634,0,35,1,0,0,0,1
495,64,0,3,1,0,0,0,1
496,854,0,48,1,0,0,0,1
497,1239,0,69,1,0,0,0,1
498,1059,0,59,1,0,0,0,1
499,451,0,25,1,0,112,0,1
500,256,0,14,1,0,1662,0,1
501,806,0,45,1,0,0,0,1
502,240,0,13,1,0,0,0,1
503,264,0,14,1,0,3212,0,1
504,193,0,10,1,0,1662,0,1
505,5,2,12,3,0,0,1,1
506,41,2,12,3,0,0,1,1
507,39,2,12,3,0,0,1,1
508,61,2,12,3,0,0,1,1
509,57,2,12,3,0,0,1,1
510,23,2,12,3,0,1592,1,1
511,7,2,12,3,0,0,1,1
512,43,2,12,3,0,0,1,1
513,1,2,12,3,0,0,1,1
514,54,2,12,3,0,0,1,1
515,55,2,12,3,0,0,1,1
516,25,2,12,3,0,1592,1,1
517,18,2,12,3,0,1592,1,1
518,36,2,12,3,0,0,1,1
519,3,2,12,3,0,28,1,1
520,37,2,12,3,0,0,1,1
521,59,2,12,3,0,0,1,1
522,21,2,12,3,0,1592,1,1
523,4,2,12,3,0,28,1,1
524,8,2,12,3,0,0,1,1
525,42,2,12,3,0,0,1,1
526,58,2,12,3,0,0,1,1
527,22,2,12,3,0,1592,1,1
528,0,2,12,3,0,28,1,1
529,38,2,12,3,0,0,1,1
530,19,2,12,3,0,0,1,1
531,44,2,12,3,0,0,1,1
532,56,2,12,3,0,0,1,1
533,20,2,12,3,0,1592,1,1
534,62,2,12,3,0,0,1,1
535,2,2,12,3,0,0,1,1
536,6,2,12,3,0,28,1,1
537,40,2,12,3,0,0,1,1
538,60,2,12,3,0,0,1,1
539,24,2,12,3,0,1592,1,1
540,26,2,12,3,0,1592,1,1
541,730,0,41,1,0,112,0,1
542,246,0,13,1,0,0,0,1
543,84,0,4,1,0,0,0,1
544,14,0,0,1,0,4762,0,1
545,440,0,24,1,0,0,0,1
546,528,0,29,1,0,1662,0,1
547,1135,0,64,1,0,0,0,1
548,189,0,10,1,0,0,0,1
549,203,0,11,1,0,6312,0,1
550,768,0,43,1,0,0,0,1
551,1050,0,59,1,0,0,0,1
552,1211,0,68,1,0,0,0,1
553,900,0,50,1,0,0,0,1
554,737,0,41,1,0,112,0,1
555,123,0,7,1,0,0,0,1
556,206,0,11,1,0,0,0,1
557,1226,0,69,1,0,0,0,1
558,1123,0,63,1,0,0,0,1
559,1122,0,63,1,0,0,0,1
560,397,0,22,1,0,112,0,1
561,1202,0,67,1,0,0,0,1
562,793,0,44,1,0,0,0,1
563,532,0,30,1,0,0,0,1
564,308,0,17,1,0,0,0,1
565,1272,0,71,1,0,0,0,1
566,612,0,34,1,0,0,0,1
567,687,0,38,1,0,0,0,1
568,317,0,17,1,0,0,0,1
569,508,0,28,1,0,0,0,1
570,1075,0,60,1,0,0,0,1
571,333,0,18,1,0,112,0,1
572,712,0,40,1,0,0,0,1
573,777,0,43,1,0,0,0,1
574,933,0,52,1,0,0,0,1
575,428,0,24,1,0,0,0,1
576,863,0,48,1,0,0,0,1
577,1213,0,68,1,0,0,0,1
578,132,0,7,1,0,0,0,1
579,252,0,14,1,0,3212,0,1
580,63,0,3,1,0,0,0,1
581,24,0,1,1,0,0,0,1
582,1233,0,69,1,0,0,0,1
583,219,0,12,1,0,1662,0,1
584,866,0,48,1,0,0,0,1
585,656,0,37,1,0,0,0,1
586,119,0,6,1,0,0,0,1
587,101,0,5,1,0,0,0,1
588,1216,0,68,1,0,0,0,1
589,600,0,33,1,0,1662,0,1
590,926,0,52,1,0,112,0,1
591,209,0,11,1,0,0,0,1
592,384,0,21,1,0,0,0,1
593,270,0,15,1,0,0,0,1
594,122,0,7,1,0,0,0,1
595,1244,0,70,1,0,0,0,1
596,472,0,26,1,0,0,0,1
597,606,0,34,1,0,0,0,1
598,504,0,28,1,0,0,0,1
599,1001,0,56,1,0,0,0,1
600,403,0,22,1,0,0,0,1
601,923,0,51,1,0,112,0,1
602,536,0,30,1,0,0,0,1
603,90,0,5,1,0,0,0,1
604,245,0,13,1,0,0,0,1
605,1161,0,65,1,0,0,0,1
606,272,0,15,1,0,9412,0,1
607,701,0,39,1,0,112,0,1
608,524,0,29,1,0,0,0,1
609,704,0,39,1,0,112,0,1
610,812,0,45,1,0,0,0,1
611,1176,0,66,1,0,0,0,1
612,316,0,17,1,0,0,0,1
613,221,0,12,1,0,1662,0,1
614,71,1,59,2,0,0,1,1
615,70,1,59,2,0,0,1,1
616,69,1,59,2,0,0,1,1
617,68,1,59,2,0,0,1,1
618,67,1,59,2,0,0,1,1
619,66,1,59,2,0,0,1,1
620,65,1,59,2,0,0,1,1
621,64,1,59,2,0,0,1,1
622,63,1,59,2,0,0,1,1
623,62,1,59,2,0,0,1,1
624,61,1,59,2,0,0,1,1
625,60,1,59,2,0,0,1,1
626,59,1,59,2,0,0,1,1
627,58,1,59,2,0,0,1,1
628,57,1,59,2,0,0,1,1
629,56,1,59,2,0,0,1,1
630,55,1,59,2,0,0,1,1
631,54,1,59,2,0,0,1,1
632,59,2,12,3,0,0,0,1
633,59,2,7,3,0,0,0,1
634,59,2,2,3,0,0,0,1
635,59,2,3,3,0,0,0,1
636,59,2,4,3,0,0,0,1
637,59,2,11,3,0,0,0,1
638,59,2,6,3,0,0,0,1
639,59,2,1,3,0,0,0,1
640,59,2,14,3,0,0,0,1
641,59,2,9,3,0,0,0,1
642,59,2,16,3,0,0,0,1
643,59,2,17,3,0,0,0,1
644,59,2,0,3,0,0,0,1
645,59,2,13,3,0,0,0,1
646,59,2,8,3,0,0,0,1
647,59,2,15,3,0,0,0,1
648,59,2,10,3,0,0,0,1
649,59,2,5,3,0,0,0,1
650,522,0,29,1,0,0,0,1
651,482,0,27,1,0,0,0,1
652,563,0,31,1,0,1662,0,1
653,35,1,31,2,0,0,1,1
654,34,1,31,2,0,0,1,1
655,33,1,31,2,0,1620,1,1
656,32,1,31,2,0,0,1,1
657,31,1,31,2,0,1620,1,1
658,30,1,31,2,0,0,1,1
659,29,1,31,2,0,0,1,1
660,28,1,31,2,0,0,1,1
661,27,1,31,2,0,0,1,1
662,26,1,31,2,0,0,1,1
663,25,1,31,2,0,0,1,1
664,24,1,31,2,0,1662,1,1
665,23,1,31,2,0,1620,1,1
666,22,1,31,2,0,0,1,1
667,21,1,31,2,0,0,1,1
668,20,1,31,2,0,0,1,1
669,19,1,31,2,0,0,1,1
670,18,1,31,2,0,0,1,1
671,31,2,33,3,0,14,0,1
672,31,2,28,3,0,0,0,1
673,31,2,23,3,0,0,0,1
674,31,2,30,3,0,14,0,1
675,31,2,25,3,0,0,0,1
676,31,2,20,3,0,0,0,1
677,31,2,27,3,0,28,0,1
678,31,2,22,3,0,14,0,1
679,31,2,35,3,0,14,0,1
680,31,2,24,3,0,0,0,1
681,31,2,19,3,0,0,0,1
682,31,2,32,3,0,0,0,1
683,31,2,21,3,0,1564,0,1
684,31,2,34,3,0,0,0,1
685,31,2,29,3,0,28,0,1
686,31,2,18,3,0,0,0,1
687,31,2,31,3,0,0,0,1
688,31,2,26,3,0,0,0,1
689,963,0,54,1,0,0,0,1
690,1126,0,63,1,0,0,0,1
691,145,0,8,1,0,0,0,1
692,678,0,38,1,0,0,0,1
693,587,0,33,1,0,0,0,1
694,885,0,49,1,0,112,0,1
695,201,0,11,1,0,0,0,1
696,1262,0,71,1,0,0,0,1
697,172,0,9,1,0,6312,0,1
698,829,0,46,1,0,0,0,1
699,1166,0,65,1,0,0,0,1
700,521,0,29,1,0,1662,0,1
701,273,0,15,1,0,7862,0,1
702,94,0,5,1,0,0,0,1
703,650,0,36,1,0,0,0,1
704,571,0,32,1,0,0,0,1
705,506,0,28,1,0,0,0,1
706,582,0,32,1,0,0,0,1
707,836,0,47,1,0,0,0,1
708,224,0,12,1,0,1662,0,1
709,1021,0,57,1,0,0,0,1
710,1009,0,57,1,0,0,0,1
711,607,0,34,1,0,0,0,1
712,577,0,32,1,0,0,0,1
713,80,0,4,1,0,0,0,1
714,1119,0,63,1,0,0,0,1
715,1197,0,67,1,0,0,0,1
716,1164,0,65,1,0,0,0,1
717,289,0,16,1,0,3212,0,1
718,190,0,10,1,0,0,0,1
719,635,0,35,1,0,0,0,1
720,1068,0,60,1,0,0,0,1
721,161,0,9,1,0,6312,0,1
722,1051,0,59,1,0,0,0,1
723,380,0,21,1,0,0,0,1
724,982,0,55,1,0,0,0,1
725,872,0,49,1,0,112,0,1
726,142,0,8,1,0,0,0,1
727,954,0,53,1,0,0,0,1
728,154,0,8,1,0,0,0,1
729,416,0,23,1,0,0,0,1
730,746,0,42,1,0,0,0,1
731,823,0,46,1,0,0,0,1
732,236,0,13,1,0,0,0,1
733,115,0,6,1,0,0,0,1
734,455,0,25,1,0,0,0,1
735,299,0,16,1,0,0,0,1
736,1,0,0,1,0,0,0,1
737,341,0,19,1,0,0,0,1
738,978,0,55,1,0,0,0,1
739,1096,0,61,1,0,0,0,1
740,1070,0,60,1,0,0,0,1
741,131,0,7,1,0,0,0,1
742,1064,0,60,1,0,0,0,1
743,42,0,2,1,0,0,0,1
744,772,0,43,1,0,0,0,1
745,1181,0,66,1,0,0,0,1
746,548,0,30,1,0,0,0,1
747,533,0,30,1,0,0,0,1
748,38,0,2,1,0,3212,0,1
749,644,0,36,1,0,0,0,1
750,591,0,33,1,0,0,0,1
751,149,0,8,1,0,0,0,1
752,994,0,56,1,0,0,0,1
753,176,0,10,1,0,1662,0,1
754,599,0,33,1,0,1662,0,1
755,82,0,4,1,0,0,0,1
756,356,0,20,1,0,112,0,1
757,486,0,27,1,0,112,0,1
758,857,0,48,1,0,0,0,1
759,297,0,16,1,0,0,0,1
760,473,0,26,1,0,0,0,1
761,1106,0,62,1,0,0,0,1
762,1210,0,68,1,0,0,0,1
763,986,0,55,1,0,0,0,1
764,337,0,19,1,0,0,0,1
765,137,0,7,1,0,0,0,1
766,1115,0,62,1,0,0,0,1
